city_name,magnitude_of_delay,delay_in_seconds,affected_roads,record_date,luminosity,avg_temperature,avg_atm_pressure,avg_humidity,avg_wind_speed,avg_precipitation,avg_rain,accidents
Braga,MODERATE,14554,"N14,N14,N14,N103,N14,N103,N101,N101,N101,N103,N103,CM1348,N14,N101,N101,CM1348,N14,A11,A11,N103,N14,N103,N14,N14,N101,N101,N101,N101,N101,N14,CM1348",2019-11-06 17:00,DARK,12.0,1014.0,100.0,5.0,0.0,Sem Chuva,Very_High
Braga,UNDEFINED,544,"CM1348,N14,CM1348",2019-08-23 11:00,LIGHT,31.0,1017.0,65.0,2.0,0.0,Sem Chuva,Low
Braga,UNDEFINED,179,"CM1348,CM1348,",2019-05-15 20:00,DARK,15.0,1015.0,93.0,5.0,0.0,Sem Chuva,Medium
Braga,MODERATE,3653,"N14,A11,A11,N103,N101,N14,A11,A11,N103,N309,N101,N101,N14",2019-12-07 18:00,DARK,11.0,1025.0,93.0,0.0,0.0,Sem Chuva,High
Braga,MODERATE,769,"N101,",2019-04-16 11:00,LIGHT,17.0,1016.0,63.0,4.0,0.0,Sem Chuva,None
Braga,UNDEFINED,125,"N14,N103,N103,",2019-02-12 13:00,LIGHT,16.0,1030.0,48.0,4.0,0.0,Sem Chuva,Medium
Braga,MAJOR,3936,"N14,N14,CM1348,N103,N101,N14,N14,N103,N103,N103,N14,N101,N101,CM1348,",2019-05-27 16:00,LIGHT,25.0,1015.0,64.0,5.0,0.0,Sem Chuva,High
Braga,UNDEFINED,0,"CM1348,CM1348",2019-08-26 02:00,DARK,17.0,1013.0,100.0,0.0,0.0,Sem Chuva,None
Braga,UNDEFINED,0,"CM1348,CM1348",2019-10-23 05:00,DARK,11.0,1011.0,76.0,4.0,0.0,Sem Chuva,None
Braga,MAJOR,4011,"N101,N101,N101,CM1348,N14,N101,CM1348,N14,N14,N14,N101,CM1348",2019-09-27 15:00,LIGHT,21.0,1021.0,77.0,2.0,0.0,Sem Chuva,High
Braga,MINOR,37,",",2019-05-13 20:00,DARK,21.0,1015.0,56.0,2.0,0.0,Sem Chuva,None
Braga,UNDEFINED,0,"CM1348,CM1348",2019-09-18 00:00,DARK,15.0,1015.0,100.0,0.0,0.0,Sem Chuva,None
Braga,MAJOR,28228,"N14,N14,A11,N14,A11,N14,N103,N103,N103,N103,N14,N14,N103,N103,N103,N14,N205-4,N201,N14,N201,N14,N103,N14,N14,N101,CM1291,N101,N101,N101,N101,N103,N103,N101,N103,N103,N309,N103,N205-4,N201,N103,N14,N14,N14,N103,N14,N14,N101,N101,N101,N103,N103,",2019-11-18 18:00,DARK,8.0,1019.0,93.0,1.0,0.0,Sem Chuva,Very_High
Braga,MAJOR,349,",",2019-04-19 22:00,DARK,16.0,1019.0,72.0,3.0,0.0,Sem Chuva,None
Braga,MODERATE,1461,"N14,N101,N309,",2019-12-28 12:00,LIGHT,14.0,1028.0,41.0,5.0,0.0,Sem Chuva,Medium
Braga,UNDEFINED,357,"",2019-02-26 15:00,LIGHT,22.0,1022.0,33.0,3.0,0.0,Sem Chuva,Low
Braga,MAJOR,140,"CM1348,CM1348,",2019-06-23 10:00,LIGHT,16.0,1013.0,93.0,2.0,0.0,Sem Chuva,Medium
Braga,MAJOR,5055,"A11,N103,N103,N201,N201,N201,M589,N103,N14,N101,N101,CM1348,CM1348,N201,N103,N103,N103,N101,CM1348,N14,N201",2019-06-11 07:00,LIGHT,14.0,1018.0,67.0,4.0,0.0,Sem Chuva,High
Braga,MAJOR,997,"CM1348,CM1348,N101,CM1348",2019-10-30 12:00,LIGHT,17.0,1020.0,100.0,7.0,0.0,chuva moderada,Medium
Braga,MAJOR,0,"N103,",2019-02-04 00:00,DARK,4.0,1031.0,86.0,3.0,0.0,Sem Chuva,Low
